transactionID,deviceID
T_YJMAZRVH,D0049
T_RVUV5YBD,D0006
T_IUZV3ZBX,D0055
T_73W1YAUA,D0058
T_BQ6MYM8J,D0044
T_1FU5X012,D0021
T_T28LL6DO,D0012
T_ZM3618LE,D0041
T_1TOZHDV5,D0045
T_MEN4052W,D0028
T_IF9AIZH5,D0000
T_84RPU9GG,D0036
T_90Z92JN6,D0022
T_E49ITE92,D0020
T_3IMZ93IJ,D0028
T_P8GUUCM5,D0046
T_J6AVP1EO,D0044
T_LU58FTYL,D0045
T_V1CCOFH9,D0001
T_RED8U8NO,D0011
T_MZ5RGOI9,D0048
T_J5CUYDA9,D0019
T_6U48GWGH,D0023
T_6Z5GF3BB,D0059
T_MGS6RV97,D0050
T_YCIF8R2B,D0045
T_V4DX6UZS,D0020
T_1KWONRRL,D0031
T_KYB3GD60,D0020
T_TBKG8B35,D0032
T_Z6D86ZCH,D0002
T_HY7AI339,D0058
T_BFIY5PU5,D0047
T_OA3N4G2J,D0044
T_EYCEF2CT,D0045
T_OTKUDE35,D0012
T_9QDI3G13,D0028
T_P1XS910B,D0055
T_GQ6CN8SI,D0046
T_5CITUF8C,D0034
T_Z0LB6YAA,D0007
T_1BTA3RUN,D0058
T_YWM9Q7FT,D0040
T_8NJF0PKB,D0025
T_WHO5QQ8Q,D0046
T_IZU802NQ,D0041
T_OQTQ685O,D0056
T_NSGPYNYJ,D0041
T_2HOQ5E7L,D0047
T_BDCA75LD,D0047
T_LCWL6QMG,D0057
T_FE6OUWZK,D0042
T_Q1ENNGAY,D0036
T_688U595C,D0025
T_D78HWK22,D0039
T_PG4GKS6R,D0015
T_J9MJ9XXL,D0047
T_KHQNZJNN,D0045
T_7ZTRJ67D,D0057
T_33DCNF22,D0000
T_M6CU88WL,D0003
T_H0CD8A2I,D0020
T_G3ZRZQ0V,D0032
T_GHFT9ZZC,D0010
T_4KOXHJMI,D0048
T_CR6C1PY6,D0037
T_6ZV8U0LM,D0019
T_L9GVBMQQ,D0055
T_QF1PAFL9,D0000
T_36F8HARJ,D0010
T_8TIR0P8F,D0006
T_ZVFSRHR8,D0019
T_PEEK035N,D0028
T_I8Y66W6R,D0050
T_GELW8IVI,D0030
T_L5NFLTQ6,D0028
T_G1ZN1RIA,D0035
T_JL9VT3X8,D0046
T_5SSINZ4K,D0001
T_1CQ6FWTV,D0029
T_ZQFE8E5T,D0024
T_WXOL4BKU,D0046
T_R7FDFZDM,D0021
T_RTSXOF33,D0014
T_XUB4IBHI,D0020
T_1YA1RYZT,D0013
T_RMC5S3OF,D0017
T_SFHVMLJE,D0038
T_SOGB205H,D0043
T_VKQXI64H,D0053
T_MRZZQO17,D0050
T_7CDABBAJ,D0046
T_DNX80NKX,D0019
T_Q796EW82,D0000
T_0Q5ZJAUC,D0025
T_BR3O9UBC,D0018
T_HJY8GY39,D0035
T_2Z0KDN3T,D0035
T_LXOUN91F,D0034
T_8DJE7XQT,D0032
T_9FMW04U9,D0052
T_ESBDA7XF,D0007
T_4N7S3HMO,D0040
T_FY1Z682R,D0048
T_3TD3ABEG,D0016
T_PMOZKNHP,D0039
T_Y9RMJR21,D0037
T_M8RABR6R,D0046
T_WDNMVQLT,D0039
T_AE527PSQ,D0041
T_JESGQ4BV,D0012
T_IN0XGNKI,D0014
T_38EFE9VA,D0045
T_YWDRKUPC,D0025
T_I7EADGHX,D0030
T_XUEBHK0O,D0007
T_JTK3LIRH,D0013
T_NWT2FES5,D0036
T_WOW73O1B,D0012
T_7OV50EW2,D0038
T_RCVPUZ11,D0017
T_37KTLL8S,D0035
T_VXUQDRMS,D0017
T_5VI7LIG9,D0043
T_JPX16F1K,D0034
T_HQSE0KIV,D0056
T_RIRJUTFV,D0025
T_G77Q9VJU,D0040
T_DPLFE19B,D0034
T_27YH6UAM,D0027
T_HV17MIAV,D0013
T_AFUW93EI,D0039
T_GHDILUVN,D0026
T_P0NWNTJ5,D0020
T_SNPHFC4Y,D0013
T_OIKIVQA7,D0045
T_NMNR06DJ,D0030
T_HVSTHBNB,D0039
T_BC7QK4K6,D0033
T_5WU2550K,D0015
T_8VC1J2T2,D0011
T_7IA41SAS,D0003
T_4IVN2QQZ,D0038
T_CNAQ2YOT,D0041
T_2U4OJ7G4,D0004
T_4E6NKAR1,D0055
T_1F2OF66J,D0056
T_E8IFXDNM,D0038
T_3TB94CLL,D0009
T_UCSWNQMW,D0023
T_SEPR1B20,D0059
T_LZ0WF1HW,D0002
T_8HUP3FTJ,D0010
T_JRCQ97RC,D0046
T_Q8UT60WL,D0043
T_V6IARLSR,D0037
T_5DFI25I6,D0023
T_OUKIW8X1,D0025
T_FRB7EI5R,D0025
T_II2MVV4D,D0034
T_672ZFBQB,D0043
T_ZXDFLD9C,D0050
T_O9DVWS3K,D0010
T_ZDVYB4XZ,D0019
T_ZO3I9LLI,D0005
T_5F9E0KLL,D0026
T_X7TV7HRB,D0004
T_42O3Q825,D0045
T_L6UZA28O,D0002
T_IV86ZP1W,D0021
T_R3SHLX0S,D0039
T_H10B8VK9,D0001
T_W2R576VI,D0028
T_643YUOAI,D0025
T_BC2T67A5,D0042
T_9HXKEI9U,D0012
T_PLIRD70G,D0010
T_HFD7LTTC,D0015
T_11JG1MS4,D0030
T_KC2MNG80,D0004
T_MSYG91MM,D0051
T_3HGW10C9,D0049
T_LN6BGUAX,D0047
T_85D4VUEE,D0048
T_WB4LL3K4,D0008
T_39K499NR,D0001
T_GDESVDE9,D0011
T_UCBL116C,D0034
T_TK61B7PX,D0004
T_A6B3ODF7,D0021
T_XU5WAHZG,D0026
T_SJ21GTCH,D0018
T_OV6KI4EP,D0007
T_GJEGXEYE,D0002
T_YEH8UXZ3,D0013
T_FXEN9NSJ,D0024
T_54XR8PJP,D0029
T_HDKKG1R1,D0019
T_QYJROFH6,D0031
T_9TXFJNJD,D0047
T_C8D6JI87,D0058
T_RTFA11PM,D0046
T_1J2VWY8U,D0039
T_IBMQIMI8,D0036
T_I5HO9CY9,D0047
T_DJ7O9X66,D0007
T_JV07IRJG,D0052
T_OLDU7JPM,D0044
T_09UYG3IB,D0008
T_CQWB00N1,D0044
T_6RANTY6D,D0009
T_PZFZZ5T6,D0056
T_3VXHQG4Q,D0059
T_1AONT75E,D0047
T_8ER6U0ES,D0015
T_SV5ITMTJ,D0002
T_4H2HWSWC,D0047
T_QY9MBAAX,D0020
T_0WCYR2P6,D0047
T_Z9LY2SKK,D0038
T_TKS1F3KW,D0002
T_QBBX5NWD,D0009
T_UIFJILXN,D0046
T_ZWBHO4UW,D0049
T_7GCJBEO4,D0047
T_WJ4G8R7S,D0041
T_JFCZWKGU,D0019
T_IPZN0THL,D0055
T_O8WF8NK5,D0043
T_TGG50YQL,D0036
T_S710NUSG,D0008
T_3CYBYC4I,D0012
T_JLZOHFDD,D0046
T_EB9IDYRE,D0056
T_BCD11R89,D0049
T_56AG39BD,D0008
T_SAYMWR03,D0056
T_HN2ECLCE,D0006
T_IOR4V1OG,D0038
T_CQMPD7Z4,D0026
T_3W2MROP2,D0047
T_2ABG9SHO,D0024
T_QL0DGH6M,D0011
T_DWR1XFHS,D0015
T_T292MI56,D0026
T_IN0BYQYV,D0037
T_2KGA99UF,D0040
T_W35X3X10,D0056
T_F2UWUFUK,D0039
T_HGGG23KF,D0035
T_WAUFXQP6,D0013
T_70SHYVNI,D0057
T_A3KAMOX9,D0027
T_T4FVMYPJ,D0024
T_W7HU3D35,D0036
T_1JGJTI2L,D0053
T_1AYSV6O9,D0012
T_Y3M84BCT,D0018
T_C0BOGWHU,D0009
T_NWJ6PVOC,D0025
T_OEEA20RW,D0010
T_7C1A7YJ8,D0005
T_8LZGM8DT,D0054
T_FDVAE1IS,D0031
T_9NGQ6TLV,D0020
T_5KB3PKBQ,D0030
T_760RS6C4,D0034
T_DGS9GT0R,D0014
T_5I3IEST9,D0036
T_8A2VZPY9,D0055
T_6S34A1NF,D0014
T_LF9YXAM9,D0036
T_CX7CULOQ,D0037
T_YIWT258E,D0038
T_I4PZZJ8X,D0054
T_SWXKQTQ3,D0022
T_ITQRT8G7,D0039
T_W9RTNFW6,D0020
T_H9BXLSOG,D0003
T_5X51O0LQ,D0017
T_G04JGSQO,D0011
T_WETUJO55,D0021
T_JY6G107G,D0036
T_8HZMVYD4,D0045
T_N8RJN4LV,D0014
T_LW563C36,D0012
T_ZUJB4HLL,D0012
T_0N53R4SI,D0001
T_8F52K1D1,D0033
T_VRC0ERJE,D0054
T_O67U61O8,D0026
T_QPKGRMM0,D0021
T_PN524KSK,D0051
T_9A7ABFLX,D0015
T_55325CAM,D0040
T_0YKKSWNW,D0054
T_HQWP8XFA,D0045
T_NH8S2GT3,D0008
T_F4AKDNAD,D0010
T_TMT1OZXG,D0029
T_0NWRN57L,D0047
T_6T0OTGPE,D0043
T_PZHUUG4B,D0036
T_HOGDPL4C,D0009
T_FXZIU6HU,D0031
T_Q0RFOIAL,D0039
T_E6V4UAUP,D0042
T_QSRER6LU,D0008
T_31D2O25T,D0048
T_V75SSUMH,D0032
T_IT72723B,D0059
T_CU2LQM58,D0001
T_XG770XDH,D0003
T_HAOQHVD8,D0009
T_EF578O1F,D0007
T_D6BWBEM0,D0012
T_0HKGNHAG,D0006
T_2GDAUOS7,D0020
T_VNA3G49M,D0047
T_2HYVEZRA,D0009
T_PMLNL7HA,D0009
T_BEWRUKFW,D0027
T_AIEKX6MJ,D0044
T_KIEW6OR6,D0057
T_WNV2MK48,D0053
T_QABCE2EH,D0014
T_O1DFSTS3,D0009
T_5DMCDSOD,D0005
T_5NTJK2GZ,D0011
T_4YQZVRHU,D0025
T_37746PFM,D0044
T_ACJOD8WA,D0028
T_XEJAXVT7,D0054
T_ZULYZLGJ,D0019
T_VR62TRIC,D0007
T_NUKONDHK,D0017
T_31PHYSVK,D0028
T_C3J548FH,D0054
T_DBFXA2WD,D0015
T_ZWSS9V66,D0046
T_SVKXB3CT,D0034
T_1Q5MS7UP,D0034
T_3JBRRD44,D0038
T_1Y7SR3JF,D0009
T_1U97RWJV,D0057
T_2PMB6XGK,D0014
T_ND7U4XXG,D0044
T_4NTZ7PJS,D0009
T_DF9M13OT,D0050
T_JOZIBP9O,D0038
T_PWCKH3V1,D0048
T_395ZDHZ6,D0058
T_UDL3AF6K,D0007
T_PX5ZJ2O4,D0004
T_EJT1WT80,D0009
T_CJS924W7,D0027
T_T2I9OWP7,D0057
T_LV92BEEV,D0015
T_NZMCCYC3,D0013
T_I9XDULVN,D0041
T_KETUGKNN,D0027
T_OLPF37L5,D0034
T_U2LLH22B,D0051
T_NEW1MKDW,D0059
T_ZYFGGK82,D0042
T_O1WODGZD,D0034
T_X9A6TDV9,D0008
T_CU5M767J,D0054
T_3C07BTI1,D0022
T_05TQM3G9,D0008
T_U1S5N18B,D0019
T_KQ054CFG,D0049
T_10R709Q6,D0042
T_X0RB5TNG,D0045
T_T2C283JZ,D0050
T_ZSFWI45A,D0004
T_ORK64MGJ,D0016
T_3HTNCVHZ,D0043
T_60LXET8S,D0024
T_UPVSF5YC,D0037
T_4D4YJI35,D0024
T_GEHUIQSI,D0041
T_RO37U9SS,D0059
T_FBEGGACS,D0002
T_SWYU2RNA,D0023
T_DC06KLI7,D0017
T_14XHL5V3,D0012
T_9Q16A3KL,D0053
T_AYP9YPDA,D0055
T_D49IK3TD,D0049
T_BWNUHPHT,D0039
T_NQAIPT6U,D0004
T_NVGQCQNY,D0008
T_Z9Q8SU5N,D0054
T_76NFCQML,D0029
T_D0RNGCT2,D0005
T_V7PGF7MV,D0046
T_6DTYN4BP,D0009
T_5RAU7BWH,D0017
T_G3K59S7V,D0003
T_S83GYZIE,D0059
T_1AC27X1C,D0039
T_Q39XLP0B,D0052
T_HBCPLA8J,D0036
T_ULK3FUQV,D0008
T_KQE4DWZ7,D0051
T_H11BLF1X,D0029
T_H52MJ13M,D0003
T_JTBPGT99,D0012
T_8LI72W4O,D0021
T_37ZOQMC8,D0046
T_VTL1DRZ0,D0056
T_89QSNVYF,D0024
T_ZGAZNI37,D0011
T_CEPL2U5C,D0058
T_LM576M2Y,D0056
T_BK8R1Z4Q,D0047
T_NBI1CAO8,D0000
T_6EJEBHBW,D0004
T_W689MW68,D0043
T_FNCC8UUX,D0003
T_NPJ269SY,D0012
T_KU8NIARN,D0020
T_FMAR9LEO,D0016
T_CG8ZF2L4,D0002
T_64BIW8UO,D0056
T_DOHE7KY8,D0048
T_U9Q44DVV,D0002
T_IY525FNS,D0056
T_VAQDMFZT,D0010
T_20GM62S6,D0006
T_1SHNTCVL,D0045
T_NSZ117R1,D0035
T_7SU62J8L,D0008
T_1FBTWTW4,D0016
T_K9X0740C,D0038
T_ZY00EW9J,D0054
T_PM7ZDNG6,D0026
T_BJHY3M2I,D0022
T_VVI1YX9D,D0019
T_V4F0TE2J,D0004
T_OFC57PAC,D0053
T_Q16NZ7DS,D0019
T_22KB8OHL,D0026
T_KVGG4NP4,D0013
T_X707TLYD,D0056
T_08VYDWOX,D0038
T_NHU25Z8K,D0042
T_TIJH33IC,D0025
T_9J52OYYR,D0045
T_2J16W8MI,D0025
T_01N3P6EG,D0044
T_U777LDM1,D0036
T_KQE7A5JI,D0017
T_E3BYJTH2,D0019
T_5H3QOXQD,D0034
T_0RTMG7C0,D0020
T_N8K6P62J,D0007
T_XFX3AT25,D0029
T_UOLGQE6X,D0052
T_TA7LS9B7,D0008
T_GQ4HPVIU,D0033
T_YRFBENMZ,D0058
T_VG042MZ8,D0009
T_X1PZGSVA,D0044
T_2HMEPDMB,D0029
T_GV2ESF4N,D0009
T_M43T6UU8,D0050
T_PZJ42RL1,D0044
T_87SW1K9M,D0045
T_9WG0MCG5,D0023
T_6I62R2CX,D0043
T_J3AYIUKE,D0056
T_HNOC2XI3,D0004
T_JRNJCGWC,D0004
T_7MPA7DZV,D0035
T_2C23AG9X,D0008
T_DL7U1P8O,D0002
T_RCP6I29G,D0048
T_8Z8TRTM4,D0044
T_ED1LG8Y2,D0007
T_FVMAM3JK,D0000
T_APUOLXPO,D0059
T_7PH6P9JL,D0020
T_QB09UW8P,D0022
T_ZIHZVZGM,D0026
T_PICLKS44,D0022
T_OPKLJ670,D0050
T_WO7V1IZ4,D0014
T_JOA14ZGI,D0008
T_R79YT1S4,D0006
T_1QCG41RK,D0018
T_2NRV4EIB,D0024
T_FVU3F0ME,D0054
T_MZOLMYQA,D0039
T_JMKJLNDI,D0056
T_6GO70BIL,D0013
T_AIQUSY2O,D0035
T_9XZ6UK18,D0042
T_6CJ9K4CI,D0010
T_U7PMQM57,D0033
T_2AALUDHA,D0026
T_CYYPQ7A4,D0039
T_3I0GXHC6,D0049
T_RIHZ8EEK,D0051
T_AQFF2K5C,D0042
T_Q1D7XYLJ,D0059
T_NXI5P2QF,D0009
T_B82MOTZ6,D0031
T_GU72DD9E,D0015
T_9T30B69C,D0044
T_WIFD8WZG,D0006
T_680IUGA4,D0011
T_L3VX4GH0,D0018
T_P6ASSSUL,D0000
T_WNSMW5GY,D0057
T_PXF50OJQ,D0010
T_UACOTFVA,D0037
T_C781HFL1,D0027
T_Y3XGWK1G,D0042
T_SXTDHDX1,D0034
T_I4CXGF8G,D0042
T_ENFPPRO6,D0033
T_UCLLE4A2,D0028
T_R3S18WK5,D0027
T_HXEF73GG,D0018
T_JH9KRS51,D0030
T_Q3OV9JYD,D0047
T_C5PAYGAA,D0021
T_O5AWLGIT,D0035
T_74WXUWCO,D0048
T_II49H5VN,D0052
T_6CMEWT33,D0006
T_T8D9GX2H,D0006
T_40I6QV4T,D0057
T_NXPWNUA6,D0052
T_1WQQOQSD,D0054
T_IYMR0AZ0,D0044
T_T1WM3EQL,D0021
T_VYWAPKE5,D0030
T_WP9K1UOA,D0019
T_JMWUOCS2,D0026
T_KQ7MOU3D,D0001
T_L2FX35LG,D0025
T_BOT6ATJ4,D0000
T_TT52LK3T,D0053
T_9TO5A7QN,D0002
T_Z1OV5VXA,D0018
T_JU39X6KQ,D0058
T_EQOXBE1P,D0014
T_EVBRX8U7,D0016
T_7N2ELMV5,D0011
T_7GVLHWXP,D0016
T_6KK2NIPG,D0016
T_8K0HF36C,D0005
T_GD572I2F,D0005
T_1TTIMLYT,D0005
T_G4F4DESR,D0005
T_WNVJQJIN,D0054
T_504K34EU,D0054
T_J4VBISBH,D0054
T_2YIX79PB,D0051
T_RRA3PLCG,D0011
T_3HLI32BS,D0011
T_RK5R0PNF,D0019
T_I3EVJN2J,D0011
T_U2YETTRU,D0043
T_VXKKXO0S,D0057
T_4WQNG6N1,D0034
T_S804BFPV,D0034
T_XWCETGV4,D0034
T_LUK87322,D0010
