transactionID,amount,timestamp,transactionType
T_7IYOJTPK,1595.63,2025-01-02T18:43:00,CREDIT
T_8DTM4VXJ,544.3,2025-01-02T18:45:00,DEBIT
T_QYIY1SY9,629.97,2025-01-02T18:50:00,CREDIT
T_ADDQHKGA,188.42,2025-01-02T18:59:00,CREDIT
T_8WZE4EX6,1134.31,2025-01-02T19:01:00,TRANSFER
T_KXCQ91YY,1541.39,2025-01-02T19:07:00,TRANSFER
T_1NLC8JPR,1857.53,2025-01-02T19:14:00,DEBIT
T_DTPWDPJB,145.47,2025-01-02T19:17:00,DEBIT
T_FX7XJZ6U,1033.19,2025-01-02T19:23:00,DEBIT
T_03CINY2E,1072.93,2025-01-02T19:27:00,DEBIT
T_B9XN4M41,583.47,2025-01-02T19:31:00,TRANSFER
T_XKODYR5P,382.98,2025-01-02T19:35:00,TRANSFER
T_IN2XR838,37.75,2025-01-02T19:42:00,TRANSFER
T_BE3YQY5F,1160.79,2025-01-02T19:45:00,TRANSFER
T_XQ7BZEGB,618.14,2025-01-02T19:50:00,DEBIT
T_V3DR2H2P,1623.98,2025-01-02T19:58:00,DEBIT
T_TL8HBGCJ,1516.31,2025-01-02T20:01:00,CREDIT
T_P7BD4W1A,976.5,2025-01-02T20:05:00,TRANSFER
T_ZVKY2REF,545.54,2025-01-02T20:13:00,DEBIT
T_YVZWD3KP,1117.63,2025-01-02T20:16:00,TRANSFER
T_N1TH1XJG,1594.24,2025-01-02T20:23:00,DEBIT
T_7BNHJW6Q,213.32,2025-01-02T20:25:00,CREDIT
T_BSCIQUP0,1797.25,2025-01-02T20:31:00,TRANSFER
T_IOH6CVBP,436.25,2025-01-02T20:39:00,DEBIT
T_EZW9HEYC,277.32,2025-01-02T20:43:00,DEBIT
T_M5V2WWG8,1710.73,2025-01-02T20:45:00,DEBIT
T_5HRQAP5I,871.33,2025-01-02T20:51:00,CREDIT
T_6PB90SPO,1620.38,2025-01-02T20:55:00,DEBIT
T_UA08EKXD,962.17,2025-01-02T21:02:00,TRANSFER
T_UV9QEZG5,1255.49,2025-01-02T21:05:00,CREDIT
T_YTK1ZWUH,1370.91,2025-01-02T21:14:00,DEBIT
T_S6NBNQBN,1298.1,2025-01-02T21:15:00,CREDIT
T_EMTX015Z,1507.58,2025-01-02T21:21:00,DEBIT
T_SPBNQS3Q,1066.15,2025-01-02T21:29:00,DEBIT
T_2837C6QC,1796.4,2025-01-02T21:32:00,TRANSFER
T_EFFH8AOY,1863.78,2025-01-02T21:38:00,DEBIT
T_XKC5I8XO,688.87,2025-01-02T21:42:00,DEBIT
T_TTQU6L2I,746.95,2025-01-02T21:47:00,TRANSFER
T_QF7ZK94Y,1334.38,2025-01-02T21:51:00,TRANSFER
T_9UPNHZX9,300.15,2025-01-02T21:58:00,CREDIT
T_EA7187F8,1094.56,2025-01-02T22:04:00,DEBIT
T_RK79UFU6,887.0,2025-01-02T22:05:00,CREDIT
T_FTLO4QDB,1284.42,2025-01-02T22:14:00,CREDIT
T_1HD4Y89O,983.48,2025-01-02T22:19:00,CREDIT
T_YOZPNAML,893.92,2025-01-02T22:24:00,TRANSFER
T_P92K38P6,283.44,2025-01-02T22:29:00,CREDIT
T_K9SM7VNA,1279.42,2025-01-02T22:32:00,DEBIT
T_Z1EGNTB3,1670.0,2025-01-02T22:37:00,DEBIT
T_I2FKXWEX,578.94,2025-01-02T22:41:00,DEBIT
T_IEJ9C0UU,1737.35,2025-01-02T22:48:00,CREDIT
T_SU4FCL5E,330.8,2025-01-02T22:52:00,DEBIT
T_8BKXCGW1,1199.53,2025-01-02T22:56:00,CREDIT
T_3YKYYDU3,30.73,2025-01-02T23:04:00,DEBIT
T_O7FHS32U,1380.86,2025-01-02T23:09:00,CREDIT
T_1EQC37RL,728.32,2025-01-02T23:13:00,CREDIT
T_GK0EEYYL,423.63,2025-01-02T23:15:00,DEBIT
T_EARPHBXV,940.82,2025-01-02T23:22:00,TRANSFER
T_ADEVVHYB,295.39,2025-01-02T23:27:00,CREDIT
T_42WSC31T,1433.04,2025-01-02T23:32:00,TRANSFER
T_A0774RZG,1348.68,2025-01-02T23:35:00,TRANSFER
T_PSO1LQSR,725.69,2025-01-02T23:42:00,CREDIT
T_LEKVL9PT,584.73,2025-01-02T23:48:00,TRANSFER
T_4RYG9RDP,1318.8,2025-01-02T23:50:00,TRANSFER
T_Z906GNHH,1688.84,2025-01-02T23:58:00,TRANSFER
T_0KZUJ2XO,954.27,2025-01-03T00:04:00,DEBIT
T_FQERI7B0,1661.47,2025-01-03T00:08:00,CREDIT
T_VLKW1XSR,934.71,2025-01-03T00:12:00,CREDIT
T_JM4T8BP6,770.34,2025-01-03T00:17:00,DEBIT
T_BU4KZREZ,977.47,2025-01-03T00:20:00,CREDIT
T_TTQUFCJV,758.71,2025-01-03T00:27:00,DEBIT
T_VEN3V1WN,859.16,2025-01-03T00:32:00,DEBIT
T_IILDY5EG,1079.14,2025-01-03T00:35:00,DEBIT
T_U6JZV9NO,1147.21,2025-01-03T00:43:00,TRANSFER
T_MS1MWNPR,1695.43,2025-01-03T00:45:00,CREDIT
T_B9OI0D4D,676.99,2025-01-03T00:50:00,CREDIT
T_PMC3SKXL,831.56,2025-01-03T00:57:00,CREDIT
T_1GAZ5UH8,1485.7,2025-01-03T01:03:00,DEBIT
T_34670CHQ,484.55,2025-01-03T01:07:00,DEBIT
T_3CHO3XJV,814.7,2025-01-03T01:10:00,TRANSFER
T_2LR9P6HJ,63.14,2025-01-03T01:17:00,CREDIT
T_48RA4DV5,1801.65,2025-01-03T01:23:00,DEBIT
T_D70FE07S,1658.82,2025-01-03T01:29:00,DEBIT
T_IE3LVO0I,848.62,2025-01-03T01:31:00,TRANSFER
T_PJVRN8LP,1367.06,2025-01-03T01:37:00,TRANSFER
T_NLX6B02B,1835.33,2025-01-03T01:41:00,DEBIT
T_XZ6YTIPA,1921.69,2025-01-03T01:47:00,DEBIT
T_1K4FPL3X,1579.69,2025-01-03T01:52:00,TRANSFER
T_QO4Z533Z,1015.14,2025-01-03T01:57:00,DEBIT
T_TLZ1XGPX,11.14,2025-01-03T02:01:00,CREDIT
T_CFS8314Y,1586.32,2025-01-03T02:07:00,DEBIT
T_EGVLKDNO,757.75,2025-01-03T02:14:00,TRANSFER
T_UWIDQJ4B,1237.92,2025-01-03T02:19:00,DEBIT
T_GUAS173R,452.85,2025-01-03T02:21:00,TRANSFER
T_J0NPHH30,382.78,2025-01-03T02:26:00,DEBIT
T_KJW6NYQA,270.74,2025-01-03T02:32:00,CREDIT
T_ZZ0JDCLI,1816.91,2025-01-03T02:39:00,CREDIT
T_0BJWKON8,1121.32,2025-01-03T02:44:00,TRANSFER
T_RMQDZPJL,1957.14,2025-01-03T02:48:00,DEBIT
T_P6J37SPF,1475.05,2025-01-03T02:53:00,TRANSFER
T_X2BFIBJZ,875.68,2025-01-03T02:58:00,TRANSFER
T_UQEZFMHK,1670.73,2025-01-03T03:04:00,DEBIT
T_VV8SUOC1,1355.43,2025-01-03T03:07:00,TRANSFER
T_OV84FC3X,910.84,2025-01-03T03:12:00,CREDIT
T_8X8L008U,426.68,2025-01-03T03:15:00,CREDIT
T_BC8NOG85,182.93,2025-01-03T03:21:00,TRANSFER
T_K1XERP3L,1371.5,2025-01-03T03:26:00,DEBIT
T_NHQNJVDP,739.63,2025-01-03T03:31:00,DEBIT
T_BMQIYFRW,1051.73,2025-01-03T03:37:00,DEBIT
T_2K9YKIPU,1104.23,2025-01-03T03:40:00,CREDIT
T_OQZ3MV1A,1482.33,2025-01-03T03:48:00,TRANSFER
T_OC5KVQYW,533.82,2025-01-03T03:51:00,TRANSFER
T_9JYPAOAX,923.03,2025-01-03T03:58:00,CREDIT
T_RW9MYYOK,254.55,2025-01-03T04:00:00,TRANSFER
T_ZGARFI44,1079.47,2025-01-03T04:05:00,DEBIT
T_RAFFZ8Q4,1172.53,2025-01-03T04:11:00,DEBIT
T_BAWZ940V,1110.84,2025-01-03T04:17:00,TRANSFER
T_S0765ICA,1154.92,2025-01-03T04:24:00,TRANSFER
T_PRR7MZAK,388.44,2025-01-03T04:27:00,DEBIT
T_VY74ZQ50,783.79,2025-01-03T04:33:00,CREDIT
T_224WK0YE,402.97,2025-01-03T04:39:00,DEBIT
T_7RIU9MJY,353.56,2025-01-03T04:44:00,TRANSFER
T_PWEIJMMB,1756.04,2025-01-03T04:47:00,TRANSFER
T_SYZ7PQ4D,216.25,2025-01-03T04:54:00,CREDIT
T_3BDW56FK,885.83,2025-01-03T04:59:00,DEBIT
T_FN3EH81A,1670.45,2025-01-03T05:03:00,DEBIT
T_DN1MXF1P,460.22,2025-01-03T05:08:00,DEBIT
T_Q42NBFA3,1887.57,2025-01-03T05:10:00,DEBIT
T_FC1XX6CW,1428.17,2025-01-03T05:19:00,DEBIT
T_YTK06AKT,1841.3,2025-01-03T05:23:00,DEBIT
T_T2XZ52OH,606.56,2025-01-03T05:25:00,CREDIT
T_Z5STHSLM,1273.19,2025-01-03T05:30:00,TRANSFER
T_VI109DCN,1255.84,2025-01-03T05:37:00,TRANSFER
T_7QUAMI0U,1430.72,2025-01-03T05:44:00,CREDIT
T_K2ZYZSIL,1166.83,2025-01-03T05:47:00,DEBIT
T_PODPEHCY,808.49,2025-01-03T05:54:00,CREDIT
T_JRPP7R93,292.97,2025-01-03T05:56:00,DEBIT
T_8STZQBFU,1843.79,2025-01-03T06:00:00,CREDIT
T_EUBFN9KR,1583.45,2025-01-03T06:06:00,CREDIT
T_66H3REM5,838.06,2025-01-03T06:14:00,DEBIT
T_MN44EEW1,1336.11,2025-01-03T06:16:00,CREDIT
T_WWN6MBYP,558.36,2025-01-03T06:20:00,TRANSFER
T_W1LXXD8T,1516.44,2025-01-03T06:29:00,CREDIT
T_SAXT8JH3,1678.64,2025-01-03T06:34:00,DEBIT
T_VOB5APO4,638.18,2025-01-03T06:37:00,TRANSFER
T_GFJDLOGW,653.95,2025-01-03T06:40:00,CREDIT
T_DF6J76BI,1196.02,2025-01-03T06:46:00,DEBIT
T_NECQOROI,1772.88,2025-01-03T06:52:00,CREDIT
T_IT2KODWH,1935.98,2025-01-03T06:57:00,CREDIT
T_TP6QAQ3K,1944.3,2025-01-03T07:00:00,TRANSFER
T_JJY94H4K,327.03,2025-01-03T07:09:00,CREDIT
T_OEFUKPV8,640.02,2025-01-03T07:12:00,CREDIT
T_QI9MQVAY,1294.65,2025-01-03T07:15:00,CREDIT
T_AGUZROC5,1304.28,2025-01-03T07:24:00,TRANSFER
T_YYM33MG1,1395.58,2025-01-03T07:25:00,TRANSFER
T_GA01YZG3,1252.35,2025-01-03T07:31:00,TRANSFER
T_K6ZHH3O5,1140.36,2025-01-03T07:38:00,TRANSFER
T_0YVGV0E7,1711.68,2025-01-03T07:44:00,CREDIT
T_4A8YWY5A,857.09,2025-01-03T07:45:00,DEBIT
T_JYQN15IK,843.02,2025-01-03T07:53:00,DEBIT
T_M539IY87,397.77,2025-01-03T07:57:00,DEBIT
T_BPA274IR,1917.81,2025-01-03T08:00:00,DEBIT
T_71W1WUDC,71.52,2025-01-03T08:07:00,CREDIT
T_C2BVPDCB,1700.61,2025-01-03T08:13:00,TRANSFER
T_IVXAN25W,682.53,2025-01-03T08:15:00,DEBIT
T_GDVC2GUW,516.29,2025-01-03T08:23:00,DEBIT
T_GEBEVSXM,1169.41,2025-01-03T08:29:00,TRANSFER
T_VK8SXFI3,1121.1,2025-01-03T08:30:00,DEBIT
T_62MYZ9VL,1158.93,2025-01-03T08:37:00,CREDIT
T_FQ2BHAII,1249.72,2025-01-03T08:41:00,DEBIT
T_L0HG9NCB,234.8,2025-01-03T08:47:00,DEBIT
T_6M9HKHJG,1695.83,2025-01-03T08:51:00,TRANSFER
T_46AYN2D7,613.62,2025-01-03T08:56:00,DEBIT
T_GS2WPZE5,265.94,2025-01-03T09:01:00,TRANSFER
T_NV9IBWGT,1580.23,2025-01-03T09:07:00,TRANSFER
T_KESVR022,1231.7,2025-01-03T09:11:00,CREDIT
T_XSRQLNZZ,992.11,2025-01-03T09:17:00,CREDIT
T_2XH6QIHP,757.28,2025-01-03T09:21:00,DEBIT
T_EDQMVQWP,937.76,2025-01-03T09:28:00,DEBIT
T_JAPJC6KS,1095.57,2025-01-03T09:30:00,DEBIT
T_EMTMYJ01,1691.67,2025-01-03T09:36:00,CREDIT
T_106AK32O,814.49,2025-01-03T09:44:00,CREDIT
T_S1FOI0RS,1573.02,2025-01-03T09:48:00,CREDIT
T_2LG1ZHQU,752.53,2025-01-03T09:54:00,TRANSFER
T_RXMIP11Y,602.78,2025-01-03T09:59:00,TRANSFER
T_7F8LWVV5,1960.44,2025-01-03T10:01:00,DEBIT
T_GDUQ6DDT,68.96,2025-01-03T10:09:00,DEBIT
T_C8KIXCCS,347.79,2025-01-03T10:13:00,DEBIT
T_TRC85EHP,1420.79,2025-01-03T10:18:00,TRANSFER
T_VSYJAFCO,1616.09,2025-01-03T10:24:00,DEBIT
T_RQBDX7M4,1585.73,2025-01-03T10:28:00,CREDIT
T_GI60Q6GU,790.13,2025-01-03T10:30:00,TRANSFER
T_JWK6Z0HR,1984.82,2025-01-03T10:39:00,TRANSFER
T_D1LQJSQC,1390.5,2025-01-03T10:43:00,DEBIT
T_4OAE7L0R,141.13,2025-01-03T10:49:00,CREDIT
T_F34GADKT,784.74,2025-01-03T10:50:00,CREDIT
T_JPGZ6TPB,1271.41,2025-01-03T10:59:00,CREDIT
T_6OLBA117,752.42,2025-01-03T11:01:00,TRANSFER
T_BA3YC8D4,1329.9,2025-01-03T11:06:00,TRANSFER
T_3LWW7OPI,216.24,2025-01-03T11:12:00,TRANSFER
T_LOQC3XNC,441.03,2025-01-03T11:17:00,CREDIT
T_T94G8V9Z,1357.41,2025-01-03T11:21:00,DEBIT
T_5L4RMVVN,1282.98,2025-01-03T11:26:00,CREDIT
T_IW6L01WC,752.17,2025-01-03T11:32:00,TRANSFER
T_XI09P5EL,1575.01,2025-01-03T11:35:00,CREDIT
T_31I0MHB7,1976.81,2025-01-03T11:41:00,CREDIT
T_LPA5CGWF,412.42,2025-01-03T11:45:00,TRANSFER
T_2HSPQFHP,1213.67,2025-01-03T11:52:00,DEBIT
T_H5R8MNQP,1220.74,2025-01-03T11:58:00,TRANSFER
T_AN417VF0,518.3,2025-01-03T12:03:00,DEBIT
T_URLZH6A5,1462.09,2025-01-03T12:07:00,DEBIT
T_78NRXVOB,1843.6,2025-01-03T12:13:00,CREDIT
T_PJ60SRYZ,1303.56,2025-01-03T12:18:00,CREDIT
T_B3WYZXJQ,1363.73,2025-01-03T12:22:00,TRANSFER
T_4A1X7OV6,1039.48,2025-01-03T12:26:00,DEBIT
T_JK8XNLO5,1456.67,2025-01-03T12:30:00,TRANSFER
T_23JH0ZAG,985.99,2025-01-03T12:35:00,TRANSFER
T_SX0GNZHG,1897.22,2025-01-03T12:43:00,CREDIT
T_H03G95P6,222.84,2025-01-03T12:46:00,TRANSFER
T_ECBIR1AJ,1910.65,2025-01-03T12:54:00,TRANSFER
T_2NS8JR1V,676.42,2025-01-03T12:57:00,DEBIT
T_XNCMLDQZ,1451.81,2025-01-03T13:01:00,TRANSFER
T_T81IQY5S,1322.16,2025-01-03T13:05:00,CREDIT
T_W580YIR0,1588.95,2025-01-03T13:12:00,DEBIT
T_9460KHFS,1145.93,2025-01-03T13:19:00,TRANSFER
T_D399Q68R,1083.63,2025-01-03T13:21:00,TRANSFER
T_ZD9B7LNK,1439.75,2025-01-03T13:28:00,CREDIT
T_7WR2LIU7,134.01,2025-01-03T13:32:00,DEBIT
T_0NXU43IE,179.92,2025-01-03T13:35:00,DEBIT
T_G7UELN0L,1182.17,2025-01-03T13:41:00,DEBIT
T_NY2SVHOT,923.9,2025-01-03T13:46:00,DEBIT
T_YFK043BL,1007.24,2025-01-03T13:50:00,DEBIT
T_R3RZN9L3,425.17,2025-01-03T13:56:00,CREDIT
T_5GRO9X49,1098.15,2025-01-03T14:02:00,DEBIT
T_1OTKZH4O,266.15,2025-01-03T14:09:00,TRANSFER
T_KXUPR6H2,395.33,2025-01-03T14:10:00,DEBIT
T_D24N9YGC,714.39,2025-01-03T14:18:00,TRANSFER
T_XV8WOBIR,1377.53,2025-01-03T14:21:00,CREDIT
T_Y2X15XJX,737.81,2025-01-03T14:25:00,TRANSFER
T_X6IV9RYD,1187.79,2025-01-03T14:33:00,DEBIT
T_KELZ5TOZ,790.62,2025-01-03T14:39:00,CREDIT
T_4T3X1HXE,1724.7,2025-01-03T14:41:00,TRANSFER
T_LBUXDJ1D,253.81,2025-01-03T14:47:00,DEBIT
T_9XIB86KT,284.01,2025-01-03T14:53:00,CREDIT
T_9MTHD3IG,602.92,2025-01-03T14:56:00,TRANSFER
T_VJ0PTJXF,914.86,2025-01-03T15:02:00,CREDIT
T_TC09ZGNX,1641.91,2025-01-03T15:09:00,TRANSFER
T_L2N8IJTY,816.53,2025-01-03T15:12:00,CREDIT
T_MJ5IAN8N,214.48,2025-01-03T15:15:00,TRANSFER
T_L3RTZ5TV,1793.66,2025-01-03T15:21:00,DEBIT
T_M08TV4RE,23.95,2025-01-03T15:29:00,CREDIT
T_FUJ7XN1Y,839.4,2025-01-03T15:33:00,TRANSFER
T_QK8SZ7IW,178.45,2025-01-03T15:37:00,DEBIT
T_DC08FC0T,988.24,2025-01-03T15:40:00,DEBIT
T_0RS95ZOW,1822.22,2025-01-03T15:45:00,CREDIT
T_0I0835TV,1216.71,2025-01-03T15:51:00,CREDIT
T_SIC4S8PN,749.7,2025-01-03T15:55:00,DEBIT
T_344KRJAW,790.27,2025-01-03T16:02:00,CREDIT
T_BQWRMWLM,15.28,2025-01-03T16:06:00,DEBIT
T_PHT6O6A1,504.02,2025-01-03T16:13:00,DEBIT
T_PG3DP4FM,870.75,2025-01-03T16:17:00,CREDIT
T_KEPLBX88,1965.94,2025-01-03T16:20:00,DEBIT
T_2ZL15S74,780.75,2025-01-03T16:25:00,TRANSFER
T_FS1IYM90,871.49,2025-01-03T16:32:00,DEBIT
T_PW0GKEJZ,1334.33,2025-01-03T16:38:00,TRANSFER
T_3ZSG9VWI,268.93,2025-01-03T16:40:00,DEBIT
T_PWDBOLWI,675.67,2025-01-03T16:48:00,TRANSFER
T_BDN7ZI6G,6.07,2025-01-03T16:52:00,TRANSFER
T_6DG8NKDA,1105.78,2025-01-03T16:56:00,DEBIT
T_N2TNXHN5,265.32,2025-01-03T17:04:00,TRANSFER
T_53GQD7WK,951.03,2025-01-03T17:06:00,CREDIT
T_EPZ614UM,735.19,2025-01-03T17:10:00,DEBIT
T_S82GJ8K8,126.28,2025-01-03T17:16:00,CREDIT
T_Y58F1N2O,546.63,2025-01-03T17:21:00,TRANSFER
T_VA7SSZJ4,596.25,2025-01-03T17:27:00,CREDIT
T_BIBF57J2,1286.61,2025-01-03T17:31:00,TRANSFER
T_XW8L85JE,1797.18,2025-01-03T17:37:00,DEBIT
T_AM0KJAX5,1878.34,2025-01-03T17:44:00,TRANSFER
T_NX5WT3HJ,1165.42,2025-01-03T17:48:00,TRANSFER
T_0N6DGG5G,983.58,2025-01-03T17:51:00,CREDIT
T_FGOVCCI6,1940.92,2025-01-03T17:55:00,CREDIT
T_1ADNDA37,268.7,2025-01-03T18:00:00,DEBIT
T_A88D0MZH,963.45,2025-01-03T18:09:00,DEBIT
T_LFCYWE3D,596.99,2025-01-03T18:14:00,DEBIT
T_IINMK7YY,1431.13,2025-01-03T18:15:00,DEBIT
T_D8MWE776,1210.99,2025-01-03T18:21:00,DEBIT
T_GP6YWK5J,1001.01,2025-01-03T18:27:00,DEBIT
T_22592FFQ,1594.72,2025-01-03T18:33:00,TRANSFER
T_8KD9GNLP,1388.37,2025-01-03T18:38:00,CREDIT
T_E77NTTRT,464.08,2025-01-03T18:40:00,CREDIT
T_UY0ZIA9A,1118.96,2025-01-03T18:46:00,TRANSFER
T_M42FQ4T7,845.05,2025-01-03T18:51:00,TRANSFER
T_EZF0ZPBD,1165.31,2025-01-03T18:58:00,CREDIT
T_FFIA3O1Q,284.52,2025-01-03T19:04:00,CREDIT
T_0PXAECXV,351.29,2025-01-03T19:06:00,TRANSFER
T_Y5T37SZP,317.82,2025-01-03T19:10:00,CREDIT
T_HWHG0U43,939.53,2025-01-03T19:17:00,CREDIT
T_NBNPJDN2,674.27,2025-01-03T19:21:00,DEBIT
T_CV1LTWBJ,1953.44,2025-01-03T19:29:00,TRANSFER
T_BL7AMKOH,1504.93,2025-01-03T19:32:00,TRANSFER
T_L6SS1A2R,1738.28,2025-01-03T19:35:00,DEBIT
T_Q5DZ53X1,326.29,2025-01-03T19:44:00,CREDIT
T_S1QEKW7B,1426.96,2025-01-03T19:48:00,TRANSFER
T_CFWR2F5T,1938.05,2025-01-03T19:50:00,DEBIT
T_GKCUMCZQ,1972.36,2025-01-03T19:57:00,DEBIT
T_78RNKOWY,884.45,2025-01-03T20:04:00,CREDIT
T_YSJ5YWX0,493.41,2025-01-03T20:09:00,TRANSFER
T_KFOCNQDQ,1286.76,2025-01-03T20:13:00,TRANSFER
T_D8OPOCMV,429.21,2025-01-03T20:18:00,TRANSFER
T_T8FHU91C,1618.02,2025-01-03T20:23:00,DEBIT
T_58YJWDCO,600.18,2025-01-03T20:28:00,DEBIT
T_6GB6P8KH,1884.17,2025-01-03T20:33:00,DEBIT
T_FZMYOA2V,160.23,2025-01-03T20:39:00,CREDIT
T_9700LFQF,1729.28,2025-01-03T20:40:00,CREDIT
T_0974WXUB,1492.69,2025-01-03T20:46:00,DEBIT
T_FNM88UA3,37.3,2025-01-03T20:52:00,CREDIT
T_ZXQOMTS1,231.19,2025-01-03T20:56:00,DEBIT
T_TFPKXYWZ,1876.11,2025-01-03T21:00:00,TRANSFER
T_DA7D0WTW,1009.21,2025-01-03T21:05:00,CREDIT
T_H1TE48M2,930.57,2025-01-03T21:13:00,TRANSFER
T_SJXL66YA,1818.57,2025-01-03T21:15:00,TRANSFER
T_N33VM89I,1947.11,2025-01-03T21:21:00,CREDIT
T_B7P7O0OL,321.1,2025-01-03T21:26:00,TRANSFER
T_SW24WJT8,411.51,2025-01-03T21:30:00,TRANSFER
T_1FWT9UA0,1966.91,2025-01-03T21:37:00,TRANSFER
T_HG403NJB,170.51,2025-01-03T21:41:00,CREDIT
T_5D7EFJGC,1690.02,2025-01-03T21:46:00,DEBIT
T_AC8CYNL6,1618.06,2025-01-03T21:51:00,DEBIT
T_XW4EMM9V,15.0,2025-01-03T21:59:00,CREDIT
T_GBASF5EH,658.44,2025-01-03T22:01:00,TRANSFER
T_JR8MTK0R,1027.75,2025-01-03T22:08:00,TRANSFER
T_Y5KOV1L2,1907.76,2025-01-03T22:13:00,DEBIT
T_VJLDNHM6,1639.59,2025-01-03T22:18:00,TRANSFER
T_JOV58TOE,1619.04,2025-01-03T22:23:00,TRANSFER
T_HNFLAYZH,1137.1,2025-01-03T22:27:00,TRANSFER
T_KHHUZ83Y,1150.03,2025-01-03T22:33:00,CREDIT
T_3HBRBJEQ,1204.85,2025-01-03T22:39:00,DEBIT
T_KX496K4O,1792.18,2025-01-03T22:44:00,TRANSFER
T_CD20J1OU,629.78,2025-01-03T22:49:00,TRANSFER
T_9RX647DI,1651.79,2025-01-03T22:51:00,TRANSFER
T_0ID033TA,1378.04,2025-01-03T22:55:00,DEBIT
T_D8CLW3JG,279.84,2025-01-03T23:03:00,TRANSFER
T_FV46WYSI,958.46,2025-01-03T23:08:00,DEBIT
T_RD1ZM4IX,1712.45,2025-01-03T23:10:00,TRANSFER
T_AH3GDHVS,1717.63,2025-01-03T23:17:00,CREDIT
T_4DE7NQWH,803.41,2025-01-03T23:20:00,DEBIT
T_L5XF50I6,378.12,2025-01-03T23:25:00,DEBIT
T_METMHOPM,885.47,2025-01-03T23:32:00,TRANSFER
T_0PKOVTRP,1363.92,2025-01-03T23:36:00,TRANSFER
T_6UITJ5ZO,788.81,2025-01-03T23:41:00,CREDIT
T_JH2MKV0D,1008.96,2025-01-03T23:49:00,DEBIT
T_6ILCG6FA,951.83,2025-01-03T23:52:00,TRANSFER
T_CY4V8URI,223.23,2025-01-03T23:55:00,CREDIT
T_IS11D2MR,704.81,2025-01-04T00:04:00,DEBIT
T_NAMZ6146,1193.51,2025-01-04T00:05:00,DEBIT
T_XFOH9MBU,1393.13,2025-01-04T00:13:00,DEBIT
T_G8W85Y6Q,1916.82,2025-01-04T00:19:00,TRANSFER
T_MLV8JGUZ,1669.17,2025-01-04T00:20:00,DEBIT
T_82K8RYQF,1933.51,2025-01-04T00:29:00,CREDIT
T_RCKQH3ER,15.16,2025-01-04T00:32:00,CREDIT
T_JMK4X1FD,544.98,2025-01-04T00:36:00,DEBIT
T_KB7IYNO6,1786.6,2025-01-04T00:42:00,CREDIT
T_P52F1JOH,613.47,2025-01-04T00:47:00,CREDIT
T_TN5PEPL7,1426.63,2025-01-04T00:53:00,DEBIT
T_8Q6A1DF6,1574.33,2025-01-04T00:59:00,CREDIT
T_TUK1OOA3,1750.45,2025-01-04T01:03:00,TRANSFER
T_3XMDKRLC,1482.24,2025-01-04T01:09:00,CREDIT
T_HF0RIY4K,625.23,2025-01-04T01:10:00,DEBIT
T_EAVEDHR3,890.41,2025-01-04T01:15:00,TRANSFER
T_934T3Y4W,867.55,2025-01-04T01:20:00,TRANSFER
T_XG0TRKY8,988.46,2025-01-04T01:27:00,DEBIT
T_DPPBQUAK,1291.99,2025-01-04T01:34:00,DEBIT
T_8Q0J9M4S,700.92,2025-01-04T01:39:00,DEBIT
T_XMZMZ2K1,609.35,2025-01-04T01:43:00,TRANSFER
T_R8VGZSXJ,1397.05,2025-01-04T01:49:00,CREDIT
T_3CB0IXRY,650.7,2025-01-04T01:51:00,CREDIT
T_6G61PCWE,1694.37,2025-01-04T01:55:00,DEBIT
T_WBGDQEWU,395.46,2025-01-04T02:03:00,DEBIT
T_HF33GUWY,411.06,2025-01-04T02:06:00,TRANSFER
T_U5MY80TG,418.91,2025-01-04T02:13:00,CREDIT
T_642PW5UE,1036.91,2025-01-04T02:15:00,TRANSFER
T_VLI77JZC,1743.59,2025-01-04T02:22:00,TRANSFER
T_47SOCZDQ,1835.2,2025-01-04T02:27:00,CREDIT
T_PH5CH3L1,1825.08,2025-01-04T02:30:00,TRANSFER
T_86Z1B98V,1226.8,2025-01-04T02:35:00,CREDIT
T_0DRIMR25,459.37,2025-01-04T02:40:00,TRANSFER
T_HVNYARNN,254.85,2025-01-04T02:48:00,CREDIT
T_EW6MM7ID,25.05,2025-01-04T02:53:00,CREDIT
T_2U9AZ3CE,365.28,2025-01-04T02:55:00,DEBIT
T_69EOXXC7,415.69,2025-01-04T03:02:00,TRANSFER
T_72KXSJZS,112.73,2025-01-04T03:08:00,CREDIT
T_C64SKTE0,1576.94,2025-01-04T03:10:00,TRANSFER
T_18A4JVK8,124.14,2025-01-04T03:19:00,DEBIT
T_NPINXTXB,1527.18,2025-01-04T03:20:00,CREDIT
T_763V1M3P,857.96,2025-01-04T03:25:00,TRANSFER
T_7K9TPZ1J,1920.81,2025-01-04T03:33:00,CREDIT
T_6KYJ91KU,82.02,2025-01-04T03:37:00,DEBIT
T_23VEULJG,928.13,2025-01-04T03:43:00,TRANSFER
T_R4HC7JVL,132.77,2025-01-04T03:46:00,DEBIT
T_JRIG5XIX,372.59,2025-01-04T03:54:00,DEBIT
T_TI899A44,1083.18,2025-01-04T03:55:00,CREDIT
T_CPSILN3O,1285.56,2025-01-04T04:02:00,TRANSFER
T_2MOXQ9WF,94.0,2025-01-04T04:06:00,CREDIT
T_HLZ02Z7N,1167.46,2025-01-04T04:11:00,DEBIT
T_889U9W0T,246.88,2025-01-04T04:19:00,TRANSFER
